iter	Passed	Remaining
322	7645	16025
323	7661	15984
324	7680	15951
325	7701	15922
326	7724	15897
327	7741	15860
328	7759	15825
329	7790	15816
330	7813	15791
331	7837	15769
332	7871	15766
333	7896	15746
334	7914	15710
335	7931	15675
336	7960	15661
337	7977	15624
338	7996	15592
339	8017	15564
340	8038	15533
341	8062	15511
342	8083	15483
343	8098	15443
344	8110	15397
345	8124	15356
346	8144	15326
347	8165	15297
348	8183	15265
349	8204	15236
350	8228	15214
351	8256	15199
352	8280	15177
353	8305	15155
354	8325	15127
355	8341	15089
356	8357	15052
357	8373	15016
358	8390	14981
359	8408	14948
360	8425	14914
361	8442	14878
362	8459	14844
363	8478	14814
364	8491	14772
365	8509	14740
366	8522	14699
367	8536	14659
368	8550	14622
369	8567	14588
370	8590	14564
371	8607	14531
372	8641	14526
373	8658	14493
374	8676	14461
375	8699	14436
376	8717	14405
377	8733	14371
378	8752	14341
379	8810	14374
380	8869	14409
381	8889	14380
382	8909	14353
383	8923	14314
384	8937	14277
385	8950	14237
386	8965	14200
387	8994	14187
388	9019	14166
389	9033	14128
390	9049	14095
391	9065	14061
392	9081	14027
393	9097	13991
394	9113	13958
395	9135	13933
396	9156	13907
397	9172	13873
398	9186	13837
399	9198	13798
400	9217	13768
401	9234	13737
402	9249	13702
403	9266	13669
404	9281	13636
405	9297	13603
406	9313	13569
407	9328	13535
408	9350	13511
409	9382	13501
410	9399	13470
411	9416	13439
412	9430	13403
413	9451	13378
414	9468	13346
415	9484	13315
416	9499	13281
417	9511	13243
418	9528	13211
419	9542	13177
420	9559	13146
421	9571	13109
422	9582	13071
423	9603	13045
424	9615	13008
425	9625	12969
426	9635	12929
427	9650	12896
428	9666	12865
429	9682	12834
430	9698	12803
431	9726	12789
432	9773	12798
433	9790	12768
434	9840	12781
435	9879	12779
436	9914	12773
437	9943	12758
438	9967	12736
439	9996	12722
440	10014	12694
441	10031	12663
442	10046	12631
443	10062	12600
444	10080	12572
445	10095	12539
446	10110	12507
447	10136	12490
448	10152	12458
449	10168	12427
450	10185	12399
451	10202	12369
452	10219	12339
453	10237	12311
454	10253	12281
455	10271	12253
456	10289	12225
457	10307	12198
458	10324	12169
459	10342	12140
460	10359	12112
461	10376	12082
462	10397	12058
463	10429	12047
464	10475	12052
465	10497	12028
466	10542	12031
467	10575	12021
468	10609	12011
469	10648	12007
470	10668	11981
471	10701	11971
472	10733	11959
473	10762	11943
474	10786	11921
475	10816	11907
476	10841	11886
477	10862	11862
478	10879	11833
479	10897	11805
480	10922	11785
481	10946	11763
482	10961	11733
483	10972	11698
484	10994	11674
485	11014	11649
486	11037	11626
487	11059	11603
488	11079	11578
489	11095	11548
490	11115	11523
491	11132	11494
492	11147	11464
493	11163	11434
494	11178	11403
495	11195	11375
496	11210	11346
497	11225	11315
498	11241	11286
499	11259	11259
500	11274	11229
501	11299	11209
502	11320	11185
503	11333	11154
504	11347	11123
505	11370	11100
506	11386	11071
507	11402	11043
508	11419	11016
509	11436	10987
510	11452	10959
511	11470	10932
512	11485	10903
513	11501	10874
514	11520	10849
515	11535	10819
516	11552	10792
517	11569	10765
518	11584	10735
519	11599	10707
520	11617	10680
521	11630	10650
522	11648	10624
523	11660	10592
524	11676	10564
525	11705	10548
526	11720	10519
527	11735	10490
528	11750	10462
529	11818	10480
530	11868	10482
531	11900	10469
532	11918	10442
533	11934	10414
534	11950	10386
535	11968	10360
536	11982	10331
537	11996	10302
538	12008	10270
539	12021	10240
540	12035	10210
541	12047	10180
542	12062	10151
543	12076	10122
544	12087	10091
545	12104	10065
546	12117	10034
547	12134	10008
548	12149	9980
549	12163	9952
550	12177	9923
551	12191	9894
552	12205	9865
553	12220	9838
554	12233	9808
555	12270	9799
556	12299	9782
557	12312	9752
558	12330	9727
559	12346	9700
560	12362	9674
561	12377	9646
562	12395	9621
563	12411	9594
564	12426	9567
565	12442	9540
566	12457	9513
567	12473	9487
568	12489	9460
569	12501	9431
570	12521	9407
571	12536	9380
572	12549	9351
573	12567	9327
574	12580	9298
575	12592	9269
576	12610	9244
577	12627	9219
578	12662	9207
579	12680	9182
580	12701	9159
581	12714	9131
582	12727	9103
583	12750	9082
584	12785	9069
585	12828	9062
586	12853	9043
587	12878	9023
588	12910	9008
589	12947	8997
590	12982	8984
591	13020	8973
592	13038	8948
593	13084	8943
594	13131	8938
595	13156	8917
596	13189	8903
597	13228	8892
598	13253	8872
599	13268	8845
600	13294	8826
601	13315	8803
602	13332	8777
603	13348	8751
604	13380	8735
605	13410	8719
606	13426	8692
607	13456	8676
608	13473	8650
609	13489	8624
610	13506	8599
611	13525	8574
612	13544	8550
613	13565	8528
614	13585	8504
615	13603	8479
616	13620	8454
617	13637	8429
618	13654	8404
619	13676	8382
620	13694	8357
621	13712	8333
622	13729	8308
623	13748	8284
624	13765	8259
625	13785	8236
626	13814	8217
627	13832	8193
628	13857	8173
629	13875	8148
630	13895	8125
631	13914	8101
632	13932	8077
633	13950	8053
634	13970	8030
635	13992	8008
636	14008	7983
637	14029	7960
638	14046	7935
639	14064	7911
640	14080	7886
641	14102	7864
642	14120	7839
643	14182	7840
644	14251	7843
645	14281	7826
646	14304	7804
647	14321	7779
648	14339	7755
649	14359	7731
650	14375	7706
651	14391	7681
652	14406	7655
653	14420	7629
654	14435	7603
655	14454	7579
656	14472	7555
657	14487	7529
658	14506	7506
659	14527	7484
660	14545	7460
661	14562	7435
662	14583	7412
663	14607	7391
664	14650	7380
665	14690	7367
666	14713	7345
667	14752	7332
668	14789	7317
669	14831	7305
670	14869	7290
671	14910	7277
672	14934	7256
673	14948	7230
674	14964	7205
675	14976	7177
676	14994	7153
677	15012	7129
678	15027	7104
679	15040	7078
680	15057	7053
681	15071	7027
682	15089	7003
683	15108	6980
684	15127	6956
685	15146	6932
686	15163	6908
687	15181	6884
688	15196	6859
689	15213	6835
690	15231	6811
691	15249	6787
692	15262	6761
693	15281	6737
694	15293	6711
695	15307	6686
696	15318	6659
697	15334	6634
698	15347	6609
699	15364	6584
700	15376	6558
701	15409	6541
702	15428	6518
703	15445	6494
704	15464	6471
705	15483	6447
706	15501	6424
707	15526	6403
708	15541	6378
709	15553	6353
710	15569	6328
711	15583	6303
712	15603	6280
713	15615	6255
714	15628	6229
715	15640	6203
716	15655	6179
717	15668	6154
718	15684	6129
719	15700	6105
720	15716	6081
721	15731	6057
722	15750	6034
723	15774	6013
724	15794	5991
725	15814	5968
726	15836	5946
727	15853	5923
728	15871	5900
729	15893	5878
730	15907	5853
731	15923	5829
732	15941	5806
733	15957	5782
734	15972	5758
735	15983	5733
736	16005	5711
737	16018	5686
738	16031	5662
739	16044	5637
740	16059	5613
741	16075	5589
742	16091	5566
743	16107	5542
744	16122	5518
745	16140	5495
746	16166	5475
747	16192	5455
748	16211	5432
749	16230	5410
750	16248	5387
751	16273	5366
752	16299	5346
753	16316	5323
754	16327	5298
755	16342	5274
756	16356	5250
757	16371	5226
758	16387	5203
759	16402	5179
760	16421	5157
761	16437	5134
762	16453	5110
763	16469	5087
764	16483	5063
765	16500	5040
766	16516	5017
767	16532	4994
768	16556	4973
769	16577	4951
770	16592	4928
771	16611	4905
772	16629	4883
773	16647	4860
774	16664	4838
775	16685	4816
776	16704	4794
777	16720	4771
778	16735	4747
779	16750	4724
780	16765	4701
781	16779	4677
782	16792	4653
783	16804	4629
784	16818	4606
785	16830	4582
786	16847	4559
787	16862	4536
788	16876	4513
789	16892	4490
790	16909	4467
791	16922	4444
792	16936	4421
793	16954	4398
794	16967	4375
795	16983	4352
796	16998	4329
797	17011	4306
798	17024	4282
799	17082	4270
800	17102	4248
801	17127	4228
802	17141	4205
803	17172	4186
804	17182	4162
805	17193	4138
806	17205	4114
807	17221	4092
808	17239	4070
809	17257	4048
810	17274	4025
811	17291	4003
812	17324	3984
813	17342	3962
814	17360	3940
815	17376	3918
816	17391	3895
817	17406	3872
818	17421	3850
819	17438	3828
820	17455	3805
821	17471	3783
822	17488	3761
823	17503	3738
824	17525	3717
825	17543	3695
826	17561	3673
827	17579	3651
828	17599	3630
829	17616	3608
830	17628	3585
831	17644	3562
832	17659	3540
833	17675	3518
834	17688	3495
835	17723	3476
836	17743	3455
837	17752	3431
838	17772	3410
839	17786	3387
840	17812	3367
841	17835	3346
842	17862	3326
843	17882	3305
844	17895	3282
845	17915	3261
846	17936	3240
847	17958	3219
848	17971	3196
849	17986	3174
850	18004	3152
851	18028	3131
852	18041	3109
853	18057	3087
854	18084	3066
855	18102	3045
856	18122	3023
857	18139	3002
858	18156	2980
859	18172	2958
860	18189	2936
861	18210	2915
862	18224	2893
863	18243	2871
864	18274	2852
865	18295	2830
866	18328	2811
867	18356	2791
868	18367	2768
869	18376	2745
870	18395	2724
871	18414	2703
872	18432	2681
873	18449	2659
874	18467	2638
875	18495	2618
876	18509	2596
877	18520	2573
878	18533	2551
879	18553	2530
880	18569	2508
881	18576	2485
882	18588	2463
883	18606	2441
884	18631	2421
885	18640	2398
886	18661	2377
887	18677	2355
888	18694	2334
889	18711	2312
890	18729	2291
891	18746	2269
892	18761	2248
893	18778	2226
894	18795	2205
895	18814	2183
896	18826	2161
897	18843	2140
898	18857	2118
899	18874	2097
900	18889	2075
901	18904	2053
902	18919	2032
903	18928	2010
904	18942	1988
905	18955	1966
906	18977	1945
907	18994	1924
908	19012	1903
909	19029	1882
910	19045	1860
911	19063	1839
912	19080	1818
913	19098	1796
914	19114	1775
915	19129	1754
916	19147	1733
917	19170	1712
918	19187	1691
919	19204	1669
920	19222	1648
921	19243	1627
922	19281	1608
923	19298	1587
924	19315	1566
925	19328	1544
926	19342	1523
927	19355	1501
928	19370	1480
929	19386	1459
930	19404	1438
931	19420	1416
932	19437	1395
933	19453	1374
934	19469	1353
935	19485	1332
936	19503	1311
937	19552	1292
938	19577	1271
939	19611	1251
940	19661	1232
941	19687	1212
942	19724	1192
943	19755	1171
944	19788	1151
945	19819	1131
946	19836	1110
947	19848	1088
948	19863	1067
949	19879	1046
950	19895	1025
951	19997	1008
952	20024	987
953	20084	968
954	20110	947
955	20123	926
956	20135	904
957	20151	883
958	20167	862
959	20183	840
960	20196	819
961	20211	798
962	20225	777
963	20238	755
964	20255	734
965	20267	713
966	20282	692
967	20300	671
968	20316	649
969	20330	628
970	20344	607
971	20360	586
972	20374	565
973	20389	544
974	20404	523
975	20418	502
976	20433	481
977	20462	460
978	20474	439
979	20490	418
980	20505	397
981	20520	376
982	20536	355
983	20551	334
984	20566	313
985	20580	292
986	20596	271
987	20611	250
988	20626	229
989	20640	208
990	20652	187
991	20667	166
992	20682	145
993	20698	124
994	20712	104
995	20729	83
996	20744	62
997	20760	41
998	20776	20
999	20793	0
